Review,bac_si,nhan_vien,csvc_va_phuong_tien_pv
"Thiếu người hướng dẫn nghiệm trọng, những đứa hướng dẫn hiện tại thì ăn nói mất dạy vô cùng. Bọn nhân viên tại các quầy nhận bệnh cũng thái độ rất hách dịch, cục súc",0,1,0.0
"Bệnh viện Việt Đức 40 Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội",3,3,3.0
"Bệnh viện E đang ngày càng thay đổi rõ rệt, các toà nhà mới được xây dựng nhằm nâng cao và đáp ứng hiệu quả của việc chữa bệnh cho nhân dân. Trong 5 năm bệnh vện đã xây mới và đưa 2 toà nhà vào hoạt động là nhà C và nhà A. Nhà A được công ty Vinaconex12 làm tổng thầu xây dựng và thi công, sau 2 năm đưa vào hoath động chất lượng công trình vẫn như mới. Trang thiết bị hiện đại , hệ thống điều hoà trung tâm, nước nóng trung tâm heat pump được sắp đặt gọn gàng trên mái, đáp ứng cho bệnh viện hoạt động ổn định",0,0,5.0
"Bệnh viện trung ương Huế, là bệnh viện đa khoa tuyến trung ương phục vụ cho hầu hết các tỉnh miền Trung từ Huế trở ra. Bệnh viện có khuôn viên rộng, thoáng mát, vệ sinh sạch sẽ, có hệ thống xe điện đưa thân nhân đi lại các khu lưu bệnh và điều trị bệnh từ tầng trệt đến lầu 1. Bệnh viện có trang thiết bị hiện đại cùng đội ngũ y bác sĩ giỏi tận tâm. Căn tin phục vụ đầy đủ mọi nơi, mọi lúc trong khuôn viêncho thân nhân và người bệnh với đầy đủ các thực đơn cho người bệnh, tạo điều kiện thoải mái giúp cho thân nhân cũng như người bệnh không cảm thấy mệt mỏi trong thời gian nằm viện điều trị.",0,0,4.0
"1 hệ thống bệnh viện cấp trung ương mà thật sự là thái độ từ bác sĩ, y tá tới bảo vệ đều rất khó chịu. !!.Quá tệ",0,0,0.0
bác sĩ nhiệt tình chu đáo,4,0,0.0
"Nhân viên thái độ khó chịu, mình làm lịch hẹn thì họ cục cằn nói năng thì kiểu thiếu tôn trọng người khác",0,2,0.0
Bệnh viện dơ. Bác sĩ thiếu văn hóa,0,1,0.0
"Bv đông người lui tới khám bệnh, cũng mệt mỏi vì phải chờ đợi",0,0,3.0
"Bệnh viện Lao và Bệnh phổi Trung ương là bệnh viện chuyên khoa tuyến cao nhất về Lao và Bệnh phổi, trực thuộc Bộ Y Tế.Bệnh viện là đơn vị thường trực điều hành và là đầu mối hợp tác quốc tế của Dự án phòng chống lao, Chương trình chống nhiễm khuẩn hô hấp cấp tính ở trẻ em, và là cơ sở thực hành đào tạo Đại học và sau đại học trong lĩnh vực chuyên khoa",0,0,0.0
Bs khám sơ Sài qua loa nhân viên y tế nói chuyện mất dạy k niềm nở bệnh viện dơ bẩn thiểu thuốc thì hết loại này loại kia mất tiền đem con đi khám mà k hết bệnh còn tốn thời gian vào bệnh viện này sẽ không ghé đay lần 2,2,1,0.0
"Bác sĩ Hương chuyên khoa cơ xương khớp gì mà nói chuyện cáu gắt, quát vào mặt bệnh nhân chỉ vì hỏi thêm 1 câu. Quá tệ, tệ chưa từng thấy!...Mới bước vào đứng 1 xíu thì bảo vệ lại kêu đóng tiền chưa !!!",2,2,0.0
"Bệnh viện thoáng mát, có máy lạnh, nhiều ghế ngồi chờ, nhà vệ sinh sạch, có nhà thuốc không phải đi  mua ở ngoài. Có dịch vụ thanh toán bảo hiểm tốt cho người già, chữa các bên khó và lâu năm mà nơi khác không điều trị được..Khám tổng quát mấy thường thì buổi sáng sẽ xong, đợi để được siêu âm thì hơi lâu vì quá đông khách, với chạy lên chạy xuống hơi nhiều..Nói chung là mình thấy dịch vụ ở đây ổn nha.",0,0,5.0
"Nằm trên đường Trần Cung - Bắc Từ Liêm - Hà Nội. Về cơ bản là dịch vụ ổn, bác sỹ cũng chăm sóc nhiệt tình",4,0,4.0
"Về cơ bản là ổn, các khoa khám chữa bệnh đáp ứng được cơ bản các yêu cầu.",4,0,0.0
Dôi chụp cộng hưởng từ  thì  liên lạc  với  người  đi  khám bệnh  để  dc chụp  trước  còn   không  theo số thứ  tự  gì  cả  chán  đã  thế  lại còn  lấy  giá  khá  cao cho việc  làm  đó  là 500k không hiểu  bệnh viện  làm  ăn  kiểu  gì ? Hay đây  là bệnh viện  đề  ra nhỉ,1,1,1.0
"Đây là bệnh viện dành cho trẻ em lớn nhất Việt nam ,nơi đây có rất nhiều y bác sĩ giỏi đã điều trị cho rất nhiều trẻ mắc các bệnh hiểm nghèo.",4,0,0.0
Lễ tân bệnh viện hống hách. Tôi đi tiêm và lần đầu đến viện. Có người nói tôi để giấy ở quầy và tôi kb đi vào phòng nào sau đó. Hỏi lễ tân tuy nhiên lễ tân rất thái độ và không muốn trả lời.kiểu k phải việc của mình.,0,1,0.0
bác sĩ có chuyên môn giỏi nhiệt tình rất tốt,5,0,0.0
"chiều nay lúc 2h hơn ngày 16 tháng 9 tôi đưa bác tôi từ bệnh viện K qua khám mắt, lên khám ở phòng E303 tầng 3, lương y như từ mẫu đâu không thấy, bệnh nhân nạp tiền khám đến khám đàng hoàng chứ có phải đến xin kêu bác làm ơn làm phước khám cho đâu.  lúc khám thì có thái độ quát mắng k khám,( lúc đó đã  nói rõ với bác sĩ là khám cho bác em để bác em còn kịp về bệnh viện K chuyền hóa chất nữa, nhưng không, bác vẫn tiếp tục để bác em chờ và ngồi bấm điện thoạt, nói có sách mách có chứng, e có hình minh họa ở dưới..) bắt chờ hơn 15 20 phút sau người nhà vào ý kiến mới kêu vô khám lại,  đã thế lúc bệnh nhân về còn có thái độ khó chịu không đúng chuẩn mực..Chưa hết lúc xuống tầng 1 lấy thuốc, nhân viên bán thuốc còn có thái độ khó chịu.",1,1,0.0
Chuyển cho tư nhân làm xã hội hóa là ổn nhất. Xuống cấp quá,0,0,1.0
"Không hài lòng về bảo vệ , ,nạt nộ khách hàng, rất nhiều lần mong bệnh viện xem xét lại .",0,2,0.0
"Ngõ nhỏ, khó tìm. Có bãi gửi xe ngoài cổng thuận tiện",0,0,0.0
"Bệnh viện có chuyên môn cao , giá cả phù hợp, tình trạng quá tải thường xuyên , phòng vệ sinh cũ kỷ nên không sạch lắm . Hy vọng sẽ cải thiện",3,1,1.0
"Đi ô tô thì tìm 43 trang thi đi cổng chính nhé . Tới đây ko có chỗ đậu xe đâu , nhiều cò mồi",0,0,0.0
Lần đầu đưa bé đi khám!.Ko ưa thái độ của bộ phận giấy tờ..Bù lại gặp bs rất nhiệt tình thân thiện tư cẫn kỹ.,4,2,0.0
Không được hướng dẫn đường các khoa khám. Thủ tục khám bệnh khá rườm rà.,3,3,0.0
Chat lượng. Thái độ phục vụ quá tôi tệ,3,4,4.0
"Thủ tục nhanh, Bác sĩ khám tận tình lắm luôn",5,0,4.0
"Bệnh viên đa khoa trung ương Thái Nguyên là bệnh viện tuyến trung ương,  ngụ tại số 479 đường Lương Ngọc Quyến,  Phường Phan Đình Phùng,  TP Thái Nguyên là một bệnh viện công chất lượng cao của khu vực các tỉnh miền núi phía bắc Việt Nam, bệnh viện mới được xây dựng đầu tư nên cơ sở vật chất tốt,  bệnh viện có nhiều bác sĩ giỏi,  chữa được nhiều bệnh chuyên sâu.  Tinh thần,  phong cách làm việc của y bác sĩ chuyên nghiệp,  thân thiện,  có tinh thần trách nhiệm.  Tuy nhiên,  một số ca bệnh nặng vẫn phải chuyển đi Hà Nội.",4,4,4.0
Đang định qua đây đi khám răng mà thấy comment của nhiều người đánh giá ở đây không được tốt nên thấy ngại qua quá. Trên facebook cũng nhiều người kêu ở đây!,0,0,0.0
"Bệnh viện có không gian yên tĩnh, cơ sở vật chất hiện đại, đáp ứng nhu cầu khám chữa bệnh của người cao tuổi. Đôi ngũ nv Tỏi Đen - Tỏi Kim Cương Đông Á trân thành cảm ơn sự hỗ trợ và ủng hộ của bệnh viện.",0,0,5.0
"Mẹ tôi đã được chuyển viện vào đây và có hai Bs đã nắn hàm thái dương bi trượt cho bà. Họ làm việc nhanh, gọn, tốt , giỏi. Thái độ tận tâm , nhiệt tình, vui vẻ và chu đáo. Đây là tấm gương cần phát huy và mọi người nên học tập noi theo. Thật đáng khen và biểu dương hai gương sáng có tinh thần y Đức tuyệt vời.Xã hội thời nay hơi bị hiếm",5,0,0.0
benh vien 74 thoang mat sach se bac si nhiet tinh,4,0,4.0
"Phải vào đây mấy lần rồi nhưng đều để lại ấn tượng tốt với mình. Khá là chu đáo cẩn thận, quan trọng là bạn phải.... có tiền. :)",4,4,4.0
Thật kinh khủng khi bệnh viện quá tải đề nghị mở thêm nhiều phòng khám thêm nữa chứ bốc số 276 mà mới khám tới 84 vào lúc 8h 45  thì bao lâu mới khám xong. Mà còn không biết logic nằm ở đâu trong khi phòng khám xương khớp nằm ở lầu 1 mà trong khi bệnh nhân đã đau xương khớp vậy  mà còn để ở trên đây :))) . Chán thật sự,0,0,2.0
"Sạch sẽ, chuyên nghiệp, nhưng hiện tại quy mô chưa được khép kín. Đợi 2019 hoàn chỉnh tòa cao ốc mới.",0,0,3.0
"Bệnh viện Việt Đức là một bệnh viện ngoại khoa, là một trong những trung tâm phẫu thuật lớn nhất Việt Nam, gắn với tên tuổi nhà phẫu thuật nổi tiếng Tôn Thất Tùng. Bệnh viện có trụ sở tại số 40 phố Tràng Thi, Hà Nội, Việt Nam.Bệnh viện Việt Đức là tuyến cao nhất của ngành Ngoại khoa miền Bắc, Việt Nam. Với hơn 150 giáo sư, bác sĩ của bệnh viện và của trường Đại học Y Hà Nội, mỗi năm bệnh viện tiến hành khoảng 28.000 ca phẫu thuật thuộc nhiều chuyên khoa sâu khác nhau...Bệnh viện có 08 phòng chức năng, 18 khoa lâm sàng, 09 khoa cận lâm sàng và 01 đơn vị trực thuộc cùng với 05 bộ môn của trường đại học Y Hà Nội đặt tại bệnh viện thực hiện các chức năng:..Cấp cứu, khám chữa bệnh..Đào tạo..Nghiên cứu khoa học..Chỉ đạo chuyên khoa..Phòng bệnh..Hợp tác quốc tế..Quản lý kinh tế..Các khoa phòngSửa đổi..Khối Lâm sàngSửa đổi..Gồm 19 khoa: khoa nam học..Gồm 09 khoa và 10 đơn vị:..Khối Hậu cầnSửa đổi..Gồm 8 phòng:..Phòng Kế hoạch tổng hợp..Phòng Tổ chức cán bộ..Phòng Hành chính quản trị..Phòng Vật tư thiết bị y tế [1]..Phòng Tài chính Kế toán..Phòng Điều dưỡng..Phòng Chỉ đạo chuyên khoa..Phòng NCKH & CNTT..Những thành tựu khoa học chínhSửa đổi..Phẫu thuật tim mạch: Mổ tim mở (open heart surgery) được tiến hành thường quy, các kỹ thuật khó: thay van tim, kỹ thuật Bentall, bắc cầu mạch vành, mổ nối mạch ở tim đang đập (không dùng máy phổi nhân tạo)[cần dẫn nguồn]...Phẫu thuật Thần kinh: mổ chấn thương sọ não, bệnh ở não - tuỷ sống: mổ u tuyến yên qua xoang bướm, mổ u thần kinh VIII qua mê nhĩ (có sử dụng dao siêu âm)[cần dẫn nguồn]...Phẫu thuật Nội soi và nội soi can thiệp:..Mở thông dạ dày qua nội soi, chụp đường mật tuỵ (ERCP) lấy sỏi giun qua nội soi...[cần dẫn nguồn]..Cắt nội soi u phì đại tuyến tiền liệt (TUR)[cần dẫn nguồn]...Phẫu thuật nội soi ổ bụng được áp dụng từ 1993. Các loại phẫu thuật: cắt túi mật, cắt u tuyến thượng thận, cắt dây thần kinh X, u nang buồng trứng, cắt lách, cắt ruột thừa bằng nội soi (laparoscopy) an toàn, tai biến ít, giảm ngày điều trị, phục hồi sau mổ nhanh[cần dẫn nguồn]...Phẫu thuật gan mật tuỵ:..Cắt gan các loại do ung thư, bệnh gan mật và chấn thương[cần dẫn nguồn]...Điều trị phẫu thuật sỏi mật trong và ngoài gan.[cần dẫn nguồn]..Sử dụng nội soi đường mật để chẩn đoán và điều trị (tán sỏi) qua da hay trong mổ.[cần dẫn nguồn]..Sử dụng dao siêu âm trong cắt gan (ít chảy máu, nhanh).[cần dẫn nguồn]..Các phẫu thuật về biến chứng chảy máu do xơ gan - tǎng áp lực tĩnh mạch cửa (phân lưu cửa chủ).[cần dẫn nguồn]..Thực hiện thành công ca ghép gan trên người lớn đầu tiên ở Việt Nam (2007).[cần dẫn nguồn]..Phẫu thuật Chấn thương chỉnh hình: các loại chấn thương, thay khớp háng (một bên hay toàn bộ), nội soi khớp...[cần dẫn nguồn]..Phẫu thuật tiêu hoá với các kỹ thuật khó phức tạp như cắt bỏ và tạo hình thực quản, cắt khối tá tuỵ, cắt toàn bộ dạ dày, cắt đại tràng các loại... [cần dẫn nguồn]..Điều trị tán sỏi thận ngoài cơ thể bằng máy tán sỏi hiện đại, đạt tỷ lệ khỏi cao trong lần tán đầu tiên và an toàn. Phối hợp tán sỏi qua da, qua nội soi (niệu quản) giải quyết các loại sỏi tiết niệu.[cần dẫn nguồn]..Hỗ trợ và đào tạo chuyên môn trong các trường hợp ghép thận ở các trung tâm khác trong cả nước từ nǎm 1992 và nǎm 2000 bắt đầu tiến hành ghép thận ở Bệnh viện.[cần dẫn nguồn]..Là cơ sở cung cấp máu lớn ở Việt Nam, cung cấp cho nhiều bệnh viện ở Hà Nội, mỗi nǎm sử dụng trên 2.300 lít máu. Triển khai thường quy các kỹ thuật tiên tiến: tách các thành phần máu và truyền máu từng phần.[cần dẫn nguồn]..Trong chẩn đoán, có sử dụng các kỹ thuật cao như ứng dụng hoá mô miễn dịch (immuno histochemistry), miễn dịch huỳnh quang (immuno fluorescence), sinh thiết tức thì... trong giải phẫu bệnh - pháp y, siêu âm đen trắng và siêu âm màu (Echo Doppler), chụp mạch điều trị...[cần dẫn nguồn]..Bước đầu sử dụng Laser - quang động học liệu pháp (PDT) trong điều trị bệnh ung thư não, bàng quang, trĩ, rò hậu môn và một số các bệnh khác2",4,4,4.0
Cảm ơn Bệnh viện hn việt đức đã cứu chồng tôi,3,3,3.0
Thiết bị y tế thì hiện đại bác sỉ thì giỏi nhưng thái độ phục vụ của các y tá đều dưởng thì ko được tốt.giấy chuyển viện rồi cho đơn thuốc ko có cái mộc hay chử ký nào của bác sĩ lở có sai xót ai chịu trách nhiệm.huyết áp có 8 9 cho con ta uống hạ huyết áp.ngày xưa lương y như từ mẫu làm việc từ tâm còn bây h làm vì tiền này nói một số ít ko bao gồm hết tất cả.,3,0,4.0
các bác sỹ và nhân nhân viên y tế làm việc rất tử tế và tận tâm.,5,5,0.0
"Bệnh viện giờ xây dựng đẹp hiện đại phòng bệnh nhân nằm rộng rãi thoáng mát, môi trường xung quanh và WC sạch sẽ",2,2,3.0
